Sampling Method,Transformation Method,Scaling Method,Dim Reduction Method,Model Name,Accuracy Train,Accuracy Test,F1 Train,F-beta Train,F1 Test,F-beta Test,ROC AUC Train,ROC AUC Test
none,log,minmax,pca_95%,svc,0.9243197278911564,0.8571428571428571,0.6962457337883959,0.5464661034411704,0.3,0.1969696969696969,0.956031813814455,0.8494271685761048
none,log,minmax,pca_95%,knn_5,0.8715986394557823,0.8367346938775511,0.3734439834024896,0.2436992293272235,0.1724137931034483,0.1096121416526138,0.910275435037899,0.6949780342837453
none,log,minmax,pca_95%,xgboost,1.0,0.8605442176870748,1.0,1.0,0.3692307692307692,0.2615255658005029,1.0,0.7836161598759583
none,log,minmax,pca_95%,gradboost,0.9625850340136054,0.8605442176870748,0.8690476190476191,0.7753267973856209,0.3880597014925373,0.2828451882845188,0.991667556314722,0.8318545955724006
none,log,minmax,pca_95%,histgradboost,1.0,0.8605442176870748,1.0,1.0,0.3880597014925373,0.2828451882845188,1.0,0.7958480489275561
none,log,minmax,pca_95%,ada,0.9064625850340136,0.8639455782312925,0.6625766871165644,0.5747032337290217,0.4444444444444444,0.3466666666666667,0.9503736521831964,0.7845637005771383
none,log,minmax,pca_95%,catboost,0.9889455782312924,0.8605442176870748,0.9645776566757494,0.934036939313984,0.2807017543859649,0.1755274261603375,1.0,0.8048927556206392
none,log,minmax,lda_1,logreg,0.9064625850340136,0.8469387755102041,0.6496815286624203,0.54411161263849,0.4155844155844156,0.3452282157676348,0.8763851820219921,0.8006718924972003
none,log,minmax,lda_1,rf,1.0,0.8061224489795918,1.0,1.0,0.3870967741935484,0.3832923832923833,1.0,0.6710741665948833
none,log,minmax,lda_1,svc,0.9064625850340136,0.8503401360544217,0.6496815286624203,0.54411161263849,0.4210526315789473,0.3455149501661129,0.7828013237963061,0.6690498750969075
none,log,minmax,lda_1,knn_5,0.9132653061224488,0.826530612244898,0.6909090909090909,0.6061349693251534,0.4,0.3643858202802967,0.9486628589729902,0.692393832371436
